code,region,name,exchange,type
001223,SZ,欧克科技,SZSE,stock
001225,SZ,和泰机电,SZSE,stock
001226,SZ,拓山重工,SZSE,stock
001227,SZ,兰州银行,SZSE,stock
001228,SZ,永泰运,SZSE,stock
001229,SZ,魅视科技,SZSE,stock
001230,SZ,劲旅环境,SZSE,stock
001231,SZ,农心科技,SZSE,stock
001233,SZ,海安集团,SZSE,stock
001234,SZ,泰慕士,SZSE,stock
001236,SZ,弘业期货,SZSE,stock
001238,SZ,浙江正特,SZSE,stock
001239,SZ,永达股份,SZSE,stock
001255,SZ,博菲电气,SZSE,stock
001256,SZ,炜冈科技,SZSE,stock
001257,SZ,N盛龙股份,SZSE,stock
001258,SZ,立新能源,SZSE,stock
001259,SZ,利仁科技,SZSE,stock
001260,SZ,坤泰股份,SZSE,stock
001266,SZ,宏英智能,SZSE,stock
001267,SZ,汇绿生态,SZSE,stock
001268,SZ,联合精密,SZSE,stock
001269,SZ,欧晶科技,SZSE,stock
001270,SZ,*ST铖昌,SZSE,stock
001277,SZ,速达股份,SZSE,stock
001278,SZ,一彬科技,SZSE,stock
001279,SZ,强邦新材,SZSE,stock
001280,SZ,中国铀业,SZSE,stock
001282,SZ,三联锻造,SZSE,stock
001283,SZ,豪鹏科技,SZSE,stock
001285,SZ,瑞立科密,SZSE,stock
001286,SZ,陕西能源,SZSE,stock
001287,SZ,中电港,SZSE,stock
001288,SZ,运机集团,SZSE,stock
001289,SZ,龙源电力,SZSE,stock
001296,SZ,长江材料,SZSE,stock
001298,SZ,好上好,SZSE,stock
001299,SZ,美能能源,SZSE,stock
001300,SZ,三柏硕,SZSE,stock
001301,SZ,尚太科技,SZSE,stock
001306,SZ,夏厦精密,SZSE,stock
001308,SZ,康冠科技,SZSE,stock
001309,SZ,德明利,SZSE,stock
001311,SZ,多利科技,SZSE,stock
001313,SZ,粤海饲料,SZSE,stock
001314,SZ,亿道信息,SZSE,stock
001316,SZ,润贝航科,SZSE,stock
001317,SZ,三羊马,SZSE,stock
001318,SZ,阳光乳业,SZSE,stock
001319,SZ,铭科精技,SZSE,stock
