code,region,name,exchange,type
00662,HK,ASIA FINANCIAL,HKEX,stock
00664,HK,TONGSHIFU,HKEX,stock
00666,HK,REPT BATTERO,HKEX,stock
00667,HK,CHINA EAST EDU,HKEX,stock
00669,HK,TECHTRONIC IND,HKEX,stock
00670,HK,CHINA EAST AIR,HKEX,stock
00672,HK,ZHONGAN GROUP,HKEX,stock
00673,HK,CHINA HEALTH,HKEX,stock
00674,HK,CHINA TANGSHANG,HKEX,stock
00675,HK,K & P INT'L,HKEX,stock
00676,HK,PEGASUS INT'L,HKEX,stock
00677,HK,GOLDEN RES DEV,HKEX,stock
00679,HK,ASIA TELE-NET,HKEX,stock
00681,HK,CHI PEOPLE HOLD,HKEX,stock
00682,HK,CHAODA MODERN,HKEX,stock
00683,HK,KERRY PPT,HKEX,stock
00684,HK,ALLAN INT'L,HKEX,stock
00685,HK,MEDIA CHINESE,HKEX,stock
00686,HK,BJ ENERGY INTL,HKEX,stock
00687,HK,TYSAN HOLDINGS,HKEX,stock
00688,HK,CHINA OVERSEAS,HKEX,stock
00689,HK,EPI (HOLDINGS),HKEX,stock
00690,HK,UNI-BIO GROUP,HKEX,stock
00691,HK,SHANSHUI CEMENT,HKEX,stock
00693,HK,TAN CHONG INT'L,HKEX,stock
00694,HK,BEIJING AIRPORT,HKEX,stock
00695,HK,DONGWU CEMENT,HKEX,stock
00696,HK,TRAVELSKY TECH,HKEX,stock
00697,HK,SHOUCHENG,HKEX,stock
00698,HK,TONGDA GROUP,HKEX,stock
00699,HK,JOYSON ELEC,HKEX,stock
00700,HK,TENCENT,HKEX,stock
00701,HK,CNT GROUP,HKEX,stock
00702,HK,SINO OIL & GAS,HKEX,stock
00703,HK,FUTURE BRIGHT,HKEX,stock
00704,HK,HUSCOKE HLDGS,HKEX,stock
00707,HK,ATV HOLDINGS,HKEX,stock
00708,HK,EVERG VEHICLE,HKEX,stock
00709,HK,GIORDANO INT'L,HKEX,stock
00710,HK,BOE VARITRONIX,HKEX,stock
00711,HK,ASIA ALLIED INF,HKEX,stock
00712,HK,COMTEC SOLAR,HKEX,stock
00713,HK,WORLD HOUSEWARE,HKEX,stock
00716,HK,SINGAMAS CONT,HKEX,stock
00717,HK,EMPEROR CAPITAL,HKEX,stock
00718,HK,TAI UNITED HOLD,HKEX,stock
00719,HK,SHANDONG XINHUA,HKEX,stock
00720,HK,AUTO ITALIA,HKEX,stock
00722,HK,UMP,HKEX,stock
00723,HK,RELIANCE GLO HL,HKEX,stock
00724,HK,RUIXIN INT'L,HKEX,stock
00725,HK,PERENNIAL INT'L,HKEX,stock
00726,HK,DIT GROUP,HKEX,stock
00727,HK,CROWNICORP,HKEX,stock
00728,HK,CHINA TELECOM,HKEX,stock
00730,HK,CAPITAL IND FIN,HKEX,stock
00731,HK,C&D NEWIN,HKEX,stock
00732,HK,TRULY INT'L,HKEX,stock
00733,HK,HOPEFLUENT,HKEX,stock
00736,HK,CHINA PPT INV,HKEX,stock
00737,HK,BAY AREA DEV,HKEX,stock
00738,HK,LE SAUNDA,HKEX,stock
00743,HK,ASIA CEMENT CH,HKEX,stock
